,客户编号,交易时间,交易金额,基金类型,基金编号
1364,9954,2016-04-27 10:25:09,3568,定开债券,3682.0
1365,9954,2016-04-27 10:25:09,3753,货币型,4865.0
1366,9954,2016-04-07 10:25:09,3875,理财型,783.0
1367,9954,2016-04-07 10:25:09,3629,货币型,2202.0
1368,9954,2016-04-07 10:25:09,3370,联接基金,501302.0
1369,9955,2016-04-07 10:25:09,3397,联接基金,5830.0
1370,9955,2016-04-07 10:25:09,3727,混合-FOF,5156.0
1371,9955,2016-04-07 10:25:09,3481,其他型,929.0
1372,9955,2016-04-07 10:25:09,3348,联接基金,240019.0
1373,9955,2016-04-07 10:25:09,3890,定开债券,5185.0
1374,9956,2016-04-07 10:25:09,3927,联接基金,4752.0
1375,9956,2016-04-07 10:25:09,3871,定开债券,3273.0
1376,9956,2016-04-27 10:25:09,3934,定开债券,519662.0
1377,9956,2016-04-07 10:25:09,3990,混合-FOF,5218.0
1378,9956,2016-04-27 10:25:09,3457,联接基金,240019.0
1379,9957,2016-04-27 10:25:09,4000,股票指数,827.0
1380,9957,2016-04-27 10:25:09,3859,QDII,4420.0
1381,9957,2016-04-27 10:25:09,3640,联接基金,2987.0
1382,9957,2016-04-07 10:25:09,3761,定开债券,2781.0
1383,9957,2016-04-07 10:25:09,3427,货币型,3402.0
1384,9957,2016-04-07 10:25:09,3852,QDII-指数,160416.0
1385,9958,2016-04-27 10:25:09,3898,货币型,1894.0
1386,9958,2016-04-27 10:25:09,3581,理财型,40033.0
1387,9958,2016-04-27 10:25:09,3635,货币型,40038.0
1388,9958,2016-04-07 10:25:09,3941,QDII-指数,179.0
1389,9958,2016-04-27 10:25:09,3772,定开债券,347.0
1390,9958,2016-04-07 10:25:09,4082,联接基金,519027.0
1391,9959,2016-04-07 10:25:09,3399,定开债券,3126.0
1392,9959,2016-04-07 10:25:09,3796,定开债券,2740.0
1393,9959,2016-04-07 10:25:09,3781,定开债券,4063.0
1394,9959,2016-04-07 10:25:09,3397,联接基金,2611.0
1395,9959,2016-04-07 10:25:09,3805,联接基金,5555.0
1396,9959,2016-04-27 10:25:09,3358,QDII,3321.0
1397,9960,2016-04-27 10:25:09,4078,理财型,202305.0
1398,9960,2016-04-27 10:25:09,3676,定开债券,345.0
1399,9960,2016-04-27 10:25:09,3518,货币型,2243.0
1400,9960,2016-04-07 10:25:09,3696,混合-FOF,5957.0
1401,9960,2016-04-27 10:25:09,3480,货币型,4120.0
1402,9961,2016-04-27 10:25:09,3522,QDII,103.0
1403,9961,2016-04-27 10:25:09,3746,货币型,2733.0
1404,9961,2016-04-07 10:25:09,3369,货币型,2184.0
1405,9961,2016-04-07 10:25:09,3919,货币型,1374.0
1406,9961,2016-04-27 10:25:09,3659,联接基金,2978.0
1407,9961,2016-04-07 10:25:09,3411,联接基金,2963.0
1408,9962,2016-04-27 10:25:09,3716,QDII,486001.0
1409,9962,2016-04-07 10:25:09,3406,QDII-指数,160924.0
1410,9962,2016-04-07 10:25:09,3825,理财型,784.0
1411,9962,2016-04-27 10:25:09,3796,联接基金,1344.0
1412,9962,2016-04-07 10:25:09,3723,联接基金,460300.0
1413,9963,2016-04-07 10:25:09,3756,债券型,675081.0
1414,9963,2016-04-27 10:25:09,3827,定开债券,2905.0
1415,9963,2016-04-07 10:25:09,3813,联接基金,40180.0
1416,9963,2016-04-27 10:25:09,3700,联接基金,6197.0
1417,9963,2016-04-27 10:25:09,3360,联接基金,240016.0
1418,9964,2016-04-07 10:25:09,3537,理财型,485120.0
1419,9964,2016-04-27 10:25:09,3412,其他型,341.0
1420,9964,2016-04-27 10:25:09,4007,联接基金,5999.0
1421,9964,2016-04-27 10:25:09,3491,混合-FOF,6322.0
1422,9964,2016-04-27 10:25:09,3895,QDII,6309.0
1423,9964,2016-04-07 10:25:09,3397,QDII-指数,160141.0
1424,9965,2016-04-07 10:25:09,3651,理财型,550012.0
1425,9965,2016-04-27 10:25:09,3842,定开债券,4255.0
1426,9965,2016-04-27 10:25:09,3642,货币型,1699.0
1427,9965,2016-04-07 10:25:09,3818,货币型,2747.0
1428,9965,2016-04-27 10:25:09,3828,联接基金,6246.0
1429,9965,2016-04-07 10:25:09,3845,联接基金,6098.0
1430,9966,2016-04-07 10:25:09,3367,货币型,5148.0
1431,9966,2016-04-07 10:25:09,3676,货币型,4120.0
1432,9966,2016-04-27 10:25:09,3595,货币型,644.0
1433,9966,2016-04-27 10:25:09,3488,货币型,675061.0
1434,9966,2016-04-07 10:25:09,3788,货币型,3388.0
1435,9966,2016-04-27 10:25:09,3501,联接基金,1214.0
1436,9967,2016-04-27 10:25:09,3512,货币型,4869.0
1437,9967,2016-04-07 10:25:09,4030,股票指数,501067.0
1438,9967,2016-04-07 10:25:09,3669,定开债券,5714.0
1439,9967,2016-04-27 10:25:09,3723,联接基金,5813.0
1440,9967,2016-04-07 10:25:09,3859,理财型,380007.0
1441,9968,2016-04-27 10:25:09,3590,定开债券,5694.0
1442,9968,2016-04-27 10:25:09,3843,货币型,650.0
1443,9968,2016-04-07 10:25:09,3805,货币型,2733.0
1444,9968,2016-04-07 10:25:09,3822,定开债券,519161.0
1445,9968,2016-04-27 10:25:09,3500,联接基金,4744.0
1446,9969,2016-04-27 10:25:09,3702,QDII,50015.0
1447,9969,2016-04-07 10:25:09,3755,理财型,485118.0
1448,9969,2016-04-27 10:25:09,3931,混合型,501049.0
1449,9969,2016-04-27 10:25:09,3362,债券型,2962.0
1450,9969,2016-04-27 10:25:09,3958,定开债券,212.0
1451,9969,2016-04-07 10:25:09,3809,货币型,475.0
1452,9970,2016-04-27 10:25:09,3704,理财型,37.0
1453,9970,2016-04-07 10:25:09,3430,其他型,6480.0
1454,9970,2016-04-07 10:25:09,3406,联接基金,4744.0
1455,9970,2016-04-27 10:25:09,4070,联接基金,5391.0
1456,9970,2016-04-07 10:25:09,3682,QDII-指数,161714.0
1457,9971,2016-04-27 10:25:09,3712,联接基金,6286.0
1458,9971,2016-04-27 10:25:09,3656,定开债券,3024.0
1459,9971,2016-04-07 10:25:09,3411,保本型,3189.0
1460,9971,2016-04-07 10:25:09,3668,QDII-指数,161124.0
1461,9971,2016-04-07 10:25:09,4080,联接基金,6249.0
1462,9972,2016-04-07 10:25:09,3993,QDII,5699.0
1463,9972,2016-04-27 10:25:09,3725,联接基金,5748.0
1464,9972,2016-04-27 10:25:09,3651,联接基金,1133.0
1465,9972,2016-04-07 10:25:09,3366,混合-FOF,6294.0
1466,9972,2016-04-07 10:25:09,3577,定开债券,255.0
1467,9973,2016-04-27 10:25:09,3403,混合-FOF,5957.0
1468,9973,2016-04-07 10:25:09,4055,理财型,380001.0
1469,9973,2016-04-07 10:25:09,4024,QDII-指数,96001.0
1470,9973,2016-04-27 10:25:09,3910,股票型,3622.0
1471,9973,2016-04-07 10:25:09,3437,货币型,1240.0
1472,9974,2016-04-07 10:25:09,3608,联接基金,206010.0
1473,9974,2016-04-07 10:25:09,4025,货币型,1697.0
1474,9974,2016-04-27 10:25:09,3903,联接基金,5581.0
1475,9974,2016-04-07 10:25:09,4023,货币型,873.0
1476,9974,2016-04-27 10:25:09,3649,定开债券,2781.0
1477,9975,2016-04-27 10:25:09,3442,QDII-指数,160141.0
1478,9975,2016-04-27 10:25:09,3423,货币型,439.0
1479,9975,2016-04-07 10:25:09,3861,定开债券,112.0
1480,9975,2016-04-07 10:25:09,4062,定开债券,2947.0
1481,9975,2016-04-07 10:25:09,3662,定开债券,295.0
1482,9976,2016-04-07 10:25:09,3868,理财型,380010.0
1483,9976,2016-04-27 10:25:09,3553,定开债券,5327.0
1484,9976,2016-04-27 10:25:09,3516,QDII,1063.0
1485,9976,2016-04-27 10:25:09,3629,货币型,519588.0
1486,9976,2016-04-07 10:25:09,3448,定开债券,3744.0
1487,9976,2016-04-27 10:25:09,3540,货币型,5092.0
1488,9977,2016-04-27 10:25:09,3594,货币型,895.0
1489,9977,2016-04-07 10:25:09,3706,货币型,675031.0
1490,9977,2016-04-27 10:25:09,3786,其他型,5100.0
1491,9977,2016-04-27 10:25:09,3869,理财型,798.0
1492,9977,2016-04-27 10:25:09,3740,定开债券,166903.0
1493,9978,2016-04-07 10:25:09,3770,定开债券,3127.0
1494,9978,2016-04-07 10:25:09,3430,混合型,671010.0
1495,9978,2016-04-27 10:25:09,4038,定开债券,501.0
1496,9978,2016-04-27 10:25:09,4080,理财型,784.0
1497,9978,2016-04-07 10:25:09,4055,混合-FOF,6321.0
1498,9978,2016-04-07 10:25:09,3359,其他型,808.0
1499,9979,2016-04-07 10:25:09,4059,QDII,4161.0
1500,9979,2016-04-07 10:25:09,3743,货币型,392001.0
1501,9979,2016-04-07 10:25:09,3980,货币型,873.0
1502,9979,2016-04-07 10:25:09,3706,货币型,869.0
1503,9979,2016-04-27 10:25:09,3440,定开债券,519662.0
1504,9980,2016-04-27 10:25:09,3480,货币型,2202.0
1505,9980,2016-04-07 10:25:09,3801,联接基金,4348.0
1506,9980,2016-04-27 10:25:09,3604,其他型,4839.0
1507,9980,2016-04-07 10:25:09,3601,联接基金,481012.0
1508,9980,2016-04-07 10:25:09,4043,定开债券,221.0
1509,9981,2016-04-07 10:25:09,3417,联接基金,5747.0
1510,9981,2016-04-07 10:25:09,3772,定开债券,160132.0
1511,9981,2016-04-27 10:25:09,3542,QDII,486002.0
1512,9981,2016-04-07 10:25:09,4015,QDII,4419.0
1513,9981,2016-04-07 10:25:09,3753,货币型,869.0
1514,9981,2016-04-27 10:25:09,3547,股票型,1482.0
1515,9982,2016-04-07 10:25:09,3919,货币型,5122.0
1516,9982,2016-04-07 10:25:09,3976,货币型,340005.0
1517,9982,2016-04-07 10:25:09,3928,货币型,1077.0
1518,9982,2016-04-27 10:25:09,3746,联接基金,460300.0
1519,9982,2016-04-27 10:25:09,3412,货币型,1867.0
1520,9982,2016-04-27 10:25:09,3986,定开债券,239.0
1521,9983,2016-04-27 10:25:09,3859,货币型,699.0
1522,9983,2016-04-07 10:25:09,3454,联接基金,161211.0
1523,9983,2016-04-27 10:25:09,3435,货币型,1812.0
1524,9983,2016-04-07 10:25:09,3480,货币型,270004.0
1525,9983,2016-04-07 10:25:09,4072,定开债券,160523.0
1526,9984,2016-04-07 10:25:09,3899,联接基金,1133.0
1527,9984,2016-04-07 10:25:09,3600,理财型,809.0
1528,9984,2016-04-07 10:25:09,3432,货币型,202308.0
1529,9984,2016-04-07 10:25:09,3567,QDII-指数,40046.0
1530,9984,2016-04-27 10:25:09,4026,定开债券,86.0
1531,9985,2016-04-27 10:25:09,3472,货币型,1621.0
1532,9985,2016-04-07 10:25:09,3951,混合型,6058.0
1533,9985,2016-04-07 10:25:09,3928,联接基金,6438.0
1534,9985,2016-04-27 10:25:09,3746,联接基金,50013.0
1535,9985,2016-04-27 10:25:09,3428,联接基金,6098.0
1536,9985,2016-04-27 10:25:09,3461,股票指数,160814.0
1537,9986,2016-04-27 10:25:09,3919,QDII,161116.0
1538,9986,2016-04-07 10:25:09,3736,货币型,202301.0
1539,9986,2016-04-07 10:25:09,3875,联接基金,5229.0
1540,9986,2016-04-07 10:25:09,3550,混合-FOF,5218.0
1541,9986,2016-04-07 10:25:09,3905,货币型,660007.0
1542,9986,2016-04-27 10:25:09,3648,混合-FOF,6292.0
1543,9987,2016-04-27 10:25:09,3365,QDII,5698.0
1544,9987,2016-04-27 10:25:09,3670,定开债券,415.0
1545,9987,2016-04-27 10:25:09,3383,QDII,320013.0
1546,9987,2016-04-27 10:25:09,3943,定开债券,4255.0
1547,9987,2016-04-07 10:25:09,4088,定开债券,4334.0
1548,9988,2016-04-27 10:25:09,3755,其他型,3430.0
1549,9988,2016-04-27 10:25:09,3520,联接基金,5737.0
1550,9988,2016-04-27 10:25:09,3625,债券型,4637.0
1551,9988,2016-04-07 10:25:09,3719,QDII,163813.0
1552,9988,2016-04-07 10:25:09,3357,QDII,274.0
1553,9988,2016-04-07 10:25:09,3805,定开债券,166902.0
1554,9989,2016-04-27 10:25:09,3561,其他型,4839.0
1555,9989,2016-04-27 10:25:09,3992,定开债券,5694.0
1556,9989,2016-04-27 10:25:09,3699,定开债券,2924.0
1557,9989,2016-04-07 10:25:09,3779,联接基金,160706.0
1558,9989,2016-04-07 10:25:09,3664,货币型,5058.0
1559,9990,2016-04-07 10:25:09,4022,定开债券,3051.0
1560,9990,2016-04-07 10:25:09,3977,QDII,2401.0
1561,9990,2016-04-27 10:25:09,3447,货币型,3474.0
1562,9990,2016-04-27 10:25:09,3557,QDII,2401.0
1563,9990,2016-04-07 10:25:09,3903,QDII,5534.0
1564,9991,2016-04-07 10:25:09,3577,货币型,2733.0
1565,9991,2016-04-07 10:25:09,3592,货币型,3389.0
1566,9991,2016-04-27 10:25:09,3613,定开债券,2806.0
1567,9991,2016-04-07 10:25:09,3972,联接基金,530015.0
1568,9991,2016-04-27 10:25:09,3365,其他型,6381.0
1569,9992,2016-04-07 10:25:09,4039,其他型,501300.0
1570,9992,2016-04-07 10:25:09,3608,固定收益,429.0
1571,9992,2016-04-27 10:25:09,3385,QDII-指数,162719.0
1572,9992,2016-04-27 10:25:09,3467,货币型,1526.0
1573,9992,2016-04-07 10:25:09,3956,定开债券,105.0
1574,9993,2016-04-27 10:25:09,3713,QDII-指数,161124.0
1575,9993,2016-04-07 10:25:09,3411,定开债券,352.0
1576,9993,2016-04-07 10:25:09,3899,理财型,110050.0
1577,9993,2016-04-07 10:25:09,3892,理财型,487.0
1578,9993,2016-04-27 10:25:09,3639,联接基金,40190.0
1579,9994,2016-04-07 10:25:09,3601,货币型,1826.0
1580,9994,2016-04-07 10:25:09,3809,联接基金,1133.0
1581,9994,2016-04-07 10:25:09,4069,定开债券,470089.0
1582,9994,2016-04-07 10:25:09,3883,联接基金,2610.0
1583,9994,2016-04-27 10:25:09,3705,定开债券,161619.0
1584,9995,2016-04-27 10:25:09,3482,QDII-指数,5613.0
1585,9995,2016-04-27 10:25:09,3616,货币型,5065.0
1586,9995,2016-04-27 10:25:09,3765,QDII,80006.0
1587,9995,2016-04-27 10:25:09,4071,定开债券,728.0
1588,9995,2016-04-27 10:25:09,3504,混合-FOF,5221.0
1589,9996,2016-04-27 10:25:09,3848,货币型,180008.0
1590,9996,2016-04-27 10:25:09,3688,QDII-指数,164906.0
1591,9996,2016-04-27 10:25:09,3610,联接基金,6220.0
1592,9996,2016-04-27 10:25:09,3726,联接基金,501302.0
1593,9996,2016-04-07 10:25:09,3676,QDII,3387.0
1594,9996,2016-04-07 10:25:09,3429,股票型,1070.0
1595,9997,2016-04-07 10:25:09,3865,QDII,165510.0
1596,9997,2016-04-07 10:25:09,4078,货币型,3711.0
1597,9997,2016-04-07 10:25:09,3421,定开债券,469.0
1598,9997,2016-04-27 10:25:09,3765,QDII,934.0
1599,9997,2016-04-07 10:25:09,3736,货币型,4972.0
1600,9998,2016-04-27 10:25:09,3732,理财型,833.0
1601,9998,2016-04-27 10:25:09,3692,货币型,3874.0
1602,9998,2016-04-07 10:25:09,3971,货币型,710501.0
1603,9998,2016-04-07 10:25:09,3575,定开债券,4063.0
1604,9998,2016-04-07 10:25:09,3889,QDII,460010.0
1605,9999,2016-04-07 10:25:09,3645,货币型,1909.0
1606,9999,2016-04-27 10:25:09,3909,理财型,485118.0
1607,9999,2016-04-27 10:25:09,3780,混合型,566.0
1608,9999,2016-04-07 10:25:09,3746,货币型,683.0
1609,9999,2016-04-07 10:25:09,3467,联接基金,519686.0
1610,10000,2016-04-27 10:25:09,3823,理财型,784.0
1611,10000,2016-04-27 10:25:09,3632,QDII,160719.0
1612,10000,2016-04-07 10:25:09,3714,定开债券,3530.0
1613,10000,2016-04-27 10:25:09,4048,货币型,1870.0
1614,10000,2016-04-07 10:25:09,3718,货币型,2894.0
1615,10000,2016-04-07 10:25:09,3619,联接基金,4347.0
1616,10001,2016-04-07 10:25:09,3509,货币型,2077.0
1617,10001,2016-04-27 10:25:09,3895,货币型,920.0
1618,10001,2016-04-07 10:25:09,3592,货币型,3585.0
1619,10001,2016-04-27 10:25:09,3694,定开债券,469.0
1620,10001,2016-04-27 10:25:09,3630,定开债券,5694.0
1621,10001,2016-04-07 10:25:09,3830,混合型,1150.0
1622,10002,2016-04-27 10:25:09,3677,混合-FOF,6289.0
1623,10002,2016-04-07 10:25:09,3584,QDII-指数,161127.0
1624,10002,2016-04-07 10:25:09,3620,定开债券,3093.0
1625,10002,2016-04-07 10:25:09,3610,货币型,644.0
1626,10002,2016-04-07 10:25:09,3849,QDII-指数,179.0
1627,10002,2016-04-07 10:25:09,3563,货币型,873.0
1628,10003,2016-04-07 10:25:09,3701,QDII,1668.0
1629,10003,2016-04-07 10:25:09,3531,定开债券,720.0
1630,10003,2016-04-07 10:25:09,3738,货币型,640.0
1631,10003,2016-04-07 10:25:09,3364,QDII,2391.0
1632,10003,2016-04-27 10:25:09,3687,联接基金,162711.0
1633,10004,2016-04-27 10:25:09,3847,定开债券,296.0
1634,10004,2016-04-07 10:25:09,3890,QDII-指数,49.0
1635,10004,2016-04-27 10:25:09,3569,QDII,3972.0
1636,10004,2016-04-07 10:25:09,3961,定开债券,5424.0
1637,10004,2016-04-27 10:25:09,3962,债券型,530020.0
1638,10004,2016-04-27 10:25:09,3540,QDII-指数,501021.0
1639,10005,2016-04-27 10:25:09,3546,定开债券,161911.0
1640,10005,2016-04-07 10:25:09,3573,QDII,161229.0
1641,10005,2016-04-07 10:25:09,3902,理财型,40028.0
1642,10005,2016-04-27 10:25:09,3946,理财型,784.0
1643,10005,2016-04-27 10:25:09,3773,混合-FOF,6291.0
1644,10005,2016-04-07 10:25:09,3967,理财型,3002.0
1645,10006,2016-04-07 10:25:09,3838,定开债券,225.0
1646,10006,2016-04-27 10:25:09,3682,货币型,533.0
1647,10006,2016-04-27 10:25:09,3880,货币型,2247.0
1648,10006,2016-04-07 10:25:09,4015,联接基金,50013.0
1649,10006,2016-04-27 10:25:09,3916,定开债券,3743.0
1650,10006,2016-04-27 10:25:09,3760,联接基金,70023.0
1651,10007,2016-04-27 10:25:09,3869,QDII,262001.0
1652,10007,2016-04-07 10:25:09,3399,混合-FOF,6305.0
1653,10007,2016-04-07 10:25:09,3653,其他型,501300.0
1654,10007,2016-04-27 10:25:09,3666,联接基金,5555.0
1655,10007,2016-04-27 10:25:09,3962,理财型,360019.0
1656,10007,2016-04-07 10:25:09,3777,QDII,70012.0
1657,10008,2016-04-27 10:25:09,4013,混合-FOF,6305.0
1658,10008,2016-04-27 10:25:09,3509,联接基金,4753.0
1659,10008,2016-04-27 10:25:09,3612,QDII-指数,161714.0
1660,10008,2016-04-27 10:25:09,3929,分级杠杆,93.0
1661,10008,2016-04-27 10:25:09,3940,货币型,379.0
1662,10008,2016-04-07 10:25:09,3680,定开债券,4255.0
1663,10009,2016-04-27 10:25:09,3495,其他型,5099.0
1664,10009,2016-04-07 10:25:09,3527,联接基金,110026.0
1665,10009,2016-04-27 10:25:09,3964,联接基金,3194.0
1666,10009,2016-04-27 10:25:09,3548,理财型,37.0
1667,10009,2016-04-27 10:25:09,3574,定开债券,100072.0
1668,10009,2016-04-27 10:25:09,3803,定开债券,2806.0
1669,10010,2016-04-27 10:25:09,3510,联接基金,5804.0
1670,10010,2016-04-27 10:25:09,3398,联接基金,6087.0
1671,10010,2016-04-27 10:25:09,3969,其他型,519131.0
1672,10010,2016-04-07 10:25:09,4067,理财型,1057.0
1673,10010,2016-04-07 10:25:09,3636,货币型,1134.0
1674,10010,2016-04-27 10:25:09,3728,定开债券,86.0
1675,10011,2016-04-27 10:25:09,3355,货币型,2235.0
1676,10011,2016-04-07 10:25:09,3451,QDII,41.0
1677,10011,2016-04-07 10:25:09,3776,联接基金,3766.0
1678,10011,2016-04-07 10:25:09,3748,货币型,560.0
1679,10011,2016-04-07 10:25:09,3873,联接基金,2974.0
1680,10012,2016-04-27 10:25:09,4047,QDII-指数,160140.0
1681,10012,2016-04-27 10:25:09,3809,定开债券,255.0
1682,10012,2016-04-27 10:25:09,3799,理财型,470014.0
1683,10012,2016-04-07 10:25:09,3418,货币型,1234.0
1684,10012,2016-04-07 10:25:09,3395,QDII-指数,161125.0
1685,10013,2016-04-07 10:25:09,3698,货币型,4368.0
1686,10013,2016-04-27 10:25:09,3764,货币型,4056.0
1687,10013,2016-04-27 10:25:09,3775,联接基金,4593.0
1688,10013,2016-04-07 10:25:09,3795,定开债券,296.0
1689,10013,2016-04-07 10:25:09,3670,货币型,360003.0
1690,10014,2016-04-27 10:25:09,4081,QDII-指数,6263.0
1691,10014,2016-04-07 10:25:09,3689,货币型,379.0
1692,10014,2016-04-07 10:25:09,3561,定开债券,161014.0
1693,10014,2016-04-07 10:25:09,3975,货币型,1010.0
1694,10014,2016-04-07 10:25:09,3970,QDII-指数,162415.0
1695,10015,2016-04-27 10:25:09,3892,QDII,460010.0
1696,10015,2016-04-27 10:25:09,3581,分级杠杆,150153.0
1697,10015,2016-04-27 10:25:09,3638,货币型,2243.0
1698,10015,2016-04-07 10:25:09,3888,联接基金,5582.0
1699,10015,2016-04-27 10:25:09,3603,联接基金,6196.0
1700,10016,2016-04-27 10:25:09,4070,定开债券,3406.0
1701,10016,2016-04-07 10:25:09,3561,联接基金,613.0
1702,10016,2016-04-07 10:25:09,3653,QDII-指数,40046.0
1703,10016,2016-04-27 10:25:09,3435,货币型,1374.0
1704,10016,2016-04-27 10:25:09,3500,货币型,3317.0
1705,10016,2016-04-27 10:25:09,3600,货币型,350004.0
1706,10017,2016-04-27 10:25:09,4071,定开债券,165530.0
1707,10017,2016-04-27 10:25:09,3905,货币型,659.0
1708,10017,2016-04-07 10:25:09,3593,货币型,882.0
1709,10017,2016-04-07 10:25:09,4014,联接基金,6293.0
1710,10017,2016-04-27 10:25:09,3487,货币型,905.0
1711,10017,2016-04-07 10:25:09,4077,债券型,5841.0
1712,10018,2016-04-07 10:25:09,3836,货币型,615.0
1713,10018,2016-04-07 10:25:09,3857,QDII,6308.0
1714,10018,2016-04-27 10:25:09,3636,股票型,4716.0
1715,10018,2016-04-27 10:25:09,3439,货币型,519501.0
1716,10018,2016-04-27 10:25:09,4054,QDII-指数,161128.0
1717,10018,2016-04-07 10:25:09,3785,联接基金,202021.0
1718,10019,2016-04-07 10:25:09,3499,股票型,1163.0
1719,10019,2016-04-27 10:25:09,3859,定开债券,244.0
1720,10019,2016-04-07 10:25:09,3829,货币型,110006.0
1721,10019,2016-04-07 10:25:09,3773,理财型,322.0
1722,10019,2016-04-27 10:25:09,3555,联接基金,2977.0
1723,10019,2016-04-27 10:25:09,3517,混合-FOF,5157.0
1724,10020,2016-04-27 10:25:09,3441,联接基金,6197.0
1725,10020,2016-04-07 10:25:09,3651,QDII,202801.0
1726,10020,2016-04-07 10:25:09,4001,联接基金,270026.0
1727,10020,2016-04-27 10:25:09,3995,货币型,3365.0
1728,10020,2016-04-07 10:25:09,3698,定开债券,105.0
1729,10021,2016-04-07 10:25:09,3751,联接基金,5581.0
1730,10021,2016-04-27 10:25:09,3945,定开债券,6171.0
1731,10021,2016-04-27 10:25:09,3496,QDII-指数,6075.0
1732,10021,2016-04-27 10:25:09,3646,联接基金,1539.0
1733,10021,2016-04-27 10:25:09,3882,货币型,1096.0
1734,10022,2016-04-27 10:25:09,4068,货币型,350004.0
1735,10022,2016-04-07 10:25:09,3415,联接基金,2987.0
1736,10022,2016-04-07 10:25:09,3918,分级杠杆,318.0
1737,10022,2016-04-27 10:25:09,3893,联接基金,4253.0
1738,10022,2016-04-27 10:25:09,3890,联接基金,530015.0
1739,10023,2016-04-07 10:25:09,3619,其他型,4839.0
1740,10023,2016-04-27 10:25:09,3540,理财型,37.0
1741,10023,2016-04-27 10:25:09,3444,货币型,662.0
1742,10023,2016-04-27 10:25:09,3778,货币型,2936.0
1743,10023,2016-04-27 10:25:09,4080,QDII,519602.0
1744,10024,2016-04-27 10:25:09,3471,联接基金,4253.0
1745,10024,2016-04-07 10:25:09,3552,定开债券,137.0
1746,10024,2016-04-27 10:25:09,3538,货币型,5107.0
1747,10024,2016-04-27 10:25:09,3438,联接基金,217019.0
1748,10024,2016-04-27 10:25:09,3472,其他型,44.0
1749,10024,2016-04-07 10:25:09,4078,货币型,2672.0
1750,10025,2016-04-27 10:25:09,3805,定开债券,115.0
1751,10025,2016-04-07 10:25:09,3619,定开债券,5383.0
1752,10025,2016-04-27 10:25:09,3940,定开债券,164810.0
1753,10025,2016-04-27 10:25:09,3808,货币型,1973.0
1754,10025,2016-04-07 10:25:09,3440,定开债券,137.0
